Year,Hour Beginning,Total Crashes,Fatal,Monday All,Monday Fatal,Tuesday All,Tuesday Fatal,Wednesday All,Wednesday Fatal,Thursday All,Thursday Fatal,Friday All,Friday Fatal,Saturday All,Saturday Fatal,Sunday All,Sunday Fatal,Weekdays All,Weekdays Fatal,Weekends All,Weekends Fatal
2010,04:00 PM,"9,115",38,"1,428",9,"1,565",5,"1,474",4,"1,504",4,"1,663",7,849,6,632,3,"7,634",29,"1,481",9
2010,05:00 PM,"9,322",34,"1,373",2,"1,719",5,"1,622",9,"1,620",2,"1,540",5,798,3,650,8,"7,874",23,"1,448",11
2010,06:00 PM,"7,056",48,873,5,"1,110",10,"1,239",5,"1,133",4,"1,245",11,807,5,649,8,"4,355",24,"2,701",24
2010,07:00 PM,"4,255",42,497,9,644,6,585,7,602,6,813,6,626,6,488,2,"2,328",28,"1,927",14
2010,08:00 PM,"3,392",37,410,7,443,1,477,8,497,5,602,9,539,4,424,3,"1,827",21,"1,565",16
2010,09:00 PM,"2,772",41,318,6,373,5,381,6,405,6,493,7,460,3,342,8,"1,477",23,"1,295",18
2010,10:00 PM,"2,204",22,212,3,272,2,263,4,292,3,447,7,457,2,261,1,"1,039",12,"1,165",10
2010,11:00 PM,"1,597",26,138,1,171,5,176,2,217,2,341,8,365,6,189,2,702,10,895,16
2009,12:00 AM,"1,371",46,156,9,135,8,122,4,148,3,162,3,342,10,306,9,567,18,804,28
2009,01:00 AM,"1,279",20,119,2,84,0,119,2,122,1,153,3,342,7,340,5,478,6,801,14
2009,02:00 AM,"1,343",20,113,2,86,0,116,0,128,1,173,5,363,7,364,5,503,6,840,14
2009,03:00 AM,969,30,82,1,75,1,88,3,106,5,117,2,243,8,258,10,386,11,583,19
2009,04:00 AM,906,18,104,0,105,2,106,2,120,0,100,3,198,7,173,4,431,7,475,11
2009,05:00 AM,"1,434",25,196,6,251,2,193,2,209,1,207,6,161,4,217,4,860,11,574,14
2009,06:00 AM,"2,877",25,462,3,544,2,482,1,499,8,427,3,252,4,211,4,"2,414",17,463,8
2009,07:00 AM,"6,272",20,"1,130",1,"1,308",4,"1,180",3,"1,113",4,961,2,344,2,236,4,"5,692",14,580,6
2009,08:00 AM,"5,781",25,944,4,"1,209",3,"1,038",4,"1,007",2,860,7,427,2,296,3,"5,058",20,723,5
2009,09:00 AM,"4,243",22,650,3,721,2,679,1,645,3,655,5,568,4,325,4,"3,350",14,893,8
2009,10:00 AM,"4,857",28,760,1,683,5,690,5,751,4,787,4,697,6,489,3,"3,671",19,"1,186",9
2009,11:00 AM,"5,732",27,847,1,811,4,914,3,838,4,950,3,821,8,551,4,"4,360",15,"1,372",12
2009,12:00 PM,"6,772",24,993,3,"1,016",1,960,3,"1,028",5,"1,173",6,948,5,654,1,"5,170",18,"1,602",6
2009,01:00 PM,"6,711",23,941,3,918,1,"1,066",3,993,6,"1,214",4,930,5,649,1,"5,132",17,"1,579",6
2009,02:00 PM,"7,567",34,"1,162",4,"1,167",8,"1,141",4,"1,222",6,"1,305",3,899,6,671,3,"5,997",25,"1,570",9
2009,03:00 PM,"9,074",38,"1,393",5,"1,547",4,"1,407",4,"1,584",6,"1,684",3,799,10,660,6,"7,615",22,"1,459",16
2009,04:00 PM,"9,146",36,"1,424",7,"1,583",7,"1,566",8,"1,449",1,"1,580",6,844,6,700,1,"7,602",29,"1,544",7
2009,05:00 PM,"9,113",35,"1,357",3,"1,611",1,"1,608",4,"1,593",10,"1,445",2,810,6,689,9,"7,614",20,"1,499",15
2009,06:00 PM,"6,772",52,979,5,"1,103",6,"1,031",11,"1,133",6,"1,129",10,764,5,633,9,"4,246",28,"2,526",24
2009,07:00 PM,"4,172",43,513,5,576,6,581,5,600,3,757,7,629,7,516,10,"2,270",19,"1,902",24
2009,08:00 PM,"3,376",29,409,4,422,2,455,4,454,5,592,5,580,3,464,6,"1,740",15,"1,636",14
2009,09:00 PM,"2,967",40,344,8,362,3,383,10,426,6,566,5,497,3,389,5,"1,515",27,"1,452",13
2009,10:00 PM,"2,234",24,263,3,245,4,267,2,289,4,471,3,434,6,265,2,"1,064",13,"1,170",11
2009,11:00 PM,"1,799",25,166,3,178,3,181,2,222,2,431,6,404,4,217,5,747,10,"1,052",15
2008,12:00 AM,"1,647",40,174,0,182,2,143,9,178,3,199,6,369,12,402,8,702,20,945,20
2008,01:00 AM,"1,321",36,128,4,142,6,103,3,133,5,154,2,316,13,345,3,532,16,789,20
2008,02:00 AM,"1,529",34,129,7,112,1,121,1,143,3,202,4,397,7,425,11,578,9,951,25
2008,03:00 AM,"1,015",28,74,3,90,2,87,2,87,5,107,2,279,6,291,8,371,11,644,17
2008,04:00 AM,"1,057",24,143,5,135,2,114,3,117,1,137,1,189,9,222,3,503,7,554,17
2008,05:00 AM,"1,863",31,287,5,265,5,285,3,291,5,305,3,213,2,217,8,"1,146",16,717,15
2008,06:00 AM,"3,721",20,630,1,695,4,680,3,624,4,580,1,278,4,234,3,"3,209",13,512,7
2008,07:00 AM,"7,290",33,"1,324",6,"1,530",1,"1,384",4,"1,306",6,"1,130",5,371,8,245,3,"6,674",22,616,11
2008,08:00 AM,"6,698",16,"1,134",2,"1,320",2,"1,221",4,"1,194",2,"1,026",3,503,2,300,1,"5,895",13,803,3
2008,09:00 AM,"4,903",36,805,6,846,5,756,3,709,3,769,5,634,10,384,4,"3,885",22,"1,018",14
2008,10:00 AM,"5,180",30,775,6,800,1,814,3,773,4,749,4,703,6,566,6,"3,911",18,"1,269",12
2008,11:00 AM,"6,031",34,888,5,914,5,914,4,893,7,"1,006",3,886,3,530,7,"4,615",24,"1,416",10
2008,12:00 PM,"7,285",41,"1,092",5,"1,080",4,"1,086",5,"1,106",5,"1,166",4,991,11,764,7,"5,530",23,"1,755",18
2008,01:00 PM,"7,115",27,"1,063",5,"1,040",2,"1,079",4,998,3,"1,302",7,936,4,697,2,"5,482",21,"1,633",6
2008,02:00 PM,"8,563",53,"1,321",6,"1,331",7,"1,293",7,"1,312",7,"1,631",7,960,11,715,8,"6,888",34,"1,675",19
2008,03:00 PM,"10,042",36,"1,647",3,"1,659",4,"1,503",5,"1,590",4,"1,959",4,937,11,747,5,"8,358",20,"1,684",16
2008,04:00 PM,"10,294",33,"1,552",1,"1,677",5,"1,721",5,"1,697",0,"1,927",10,929,4,791,8,"8,574",21,"1,720",12
2008,05:00 PM,"10,069",60,"1,583",3,"1,745",9,"1,709",7,"1,650",9,"1,786",10,845,14,751,8,"8,473",38,"1,596",22
2008,06:00 PM,"7,585",39,"1,059",6,"1,104",11,"1,148",5,"1,230",2,"1,395",8,911,4,738,3,"4,541",24,"3,044",15
2008,07:00 PM,"4,566",46,568,6,583,9,622,3,672,6,835,5,731,9,555,8,"2,445",24,"2,121",22
2008,08:00 PM,"3,818",40,452,9,474,7,513,3,577,3,673,6,635,8,494,4,"2,016",22,"1,802",18
2008,09:00 PM,"3,335",42,353,4,360,2,429,4,534,6,636,7,599,12,424,7,"1,676",16,"1,659",26
2008,10:00 PM,"2,656",33,278,7,281,4,333,5,371,2,573,4,539,4,281,7,"1,263",18,"1,393",15
2008,11:00 PM,"2,005",30,194,3,177,3,242,3,250,5,489,7,435,5,218,4,863,14,"1,142",16
2007,12:00 AM,"1,924",48,222,3,141,4,177,4,212,5,245,5,456,15,471,12,775,18,"1,149",30
2007,01:00 AM,"1,704",41,181,1,130,4,151,2,154,4,212,6,464,9,412,15,647,16,"1,057",25
2007,02:00 AM,"1,917",43,179,8,140,1,139,1,174,4,220,6,535,15,530,8,673,12,"1,244",31
2007,03:00 AM,"1,274",28,133,5,98,4,92,1,107,0,161,2,330,9,353,7,458,7,816,21
2007,04:00 AM,"1,282",24,181,4,152,1,142,2,132,3,165,0,242,8,268,6,591,6,691,18
2007,05:00 AM,"2,294",37,368,4,347,4,352,5,355,0,344,6,281,7,247,11,"1,398",15,896,22
2007,06:00 AM,"4,537",36,778,3,836,4,842,3,796,7,698,6,358,6,229,7,"3,950",23,587,13
2007,07:00 AM,"8,509",26,"1,494",4,"1,715",6,"1,665",3,"1,524",3,"1,419",3,435,7,257,0,"7,817",19,692,7
2007,08:00 AM,"7,561",29,"1,236",5,"1,441",2,"1,399",2,"1,361",3,"1,228",4,582,9,314,4,"6,665",16,896,13
2007,09:00 AM,"5,499",24,839,1,918,3,847,5,793,4,906,1,739,3,457,7,"4,303",14,"1,196",10
2007,10:00 AM,"5,752",33,820,4,831,4,854,4,859,7,934,8,877,2,577,4,"4,298",27,"1,454",6
2007,11:00 AM,"7,067",37,"1,015",8,"1,029",1,"1,002",5,"1,002",3,"1,256",5,"1,076",6,687,9,"5,304",22,"1,763",15
2007,12:00 PM,"8,514",36,"1,216",2,"1,225",4,"1,272",5,"1,200",9,"1,530",4,"1,256",5,815,7,"6,443",24,"2,071",12
2007,01:00 PM,"8,479",33,"1,197",5,"1,183",5,"1,281",6,"1,220",3,"1,525",5,"1,257",4,816,5,"6,406",24,"2,073",9
2007,02:00 PM,"9,982",46,"1,515",5,"1,463",7,"1,500",5,"1,527",7,"1,985",10,"1,167",8,825,4,"7,990",34,"1,992",12
2007,03:00 PM,"11,862",50,"1,883",9,"1,947",6,"1,834",3,"1,928",9,"2,307",6,"1,137",7,826,10,"9,899",33,"1,963",17
2007,04:00 PM,"12,043",48,"1,894",6,"1,957",9,"1,885",2,"1,951",6,"2,357",8,"1,155",6,844,11,"10,044",31,"1,999",17
2007,05:00 PM,"11,944",48,"1,852",5,"1,947",5,"1,934",8,"2,130",5,"2,177",6,"1,097",12,807,7,"10,040",29,"1,904",19
2007,06:00 PM,"8,820",58,"1,137",11,"1,392",7,"1,408",4,"1,379",3,"1,582",13,"1,046",10,876,10,"5,316",25,"3,504",33
2007,07:00 PM,"5,465",55,691,3,683,4,762,10,814,6,"1,034",9,786,10,695,13,"2,950",23,"2,515",32
2007,08:00 PM,"4,308",58,537,5,549,8,571,7,554,6,803,15,675,14,619,3,"2,211",26,"2,097",32
2007,09:00 PM,"3,975",50,410,7,492,8,508,7,538,3,816,7,719,7,492,11,"1,948",25,"2,027",25
2007,10:00 PM,"3,230",29,363,4,382,3,388,5,433,6,684,5,620,5,360,1,"1,566",18,"1,664",11
2007,11:00 PM,"2,429",35,234,4,225,2,248,6,285,4,568,7,574,9,295,3,992,16,"1,437",19
2006,12:00 AM,"2,002",64,214,11,160,4,174,5,193,7,232,12,538,15,491,10,,,,
2006,01:00 AM,"1,710",41,181,2,117,5,127,6,156,3,186,1,465,13,478,11,,,,
2006,02:00 AM,"2,005",40,177,5,148,2,161,4,182,1,202,7,561,10,574,11,,,,
2006,03:00 AM,"1,297",34,113,1,108,3,113,3,120,4,139,7,348,6,356,10,,,,
2006,04:00 AM,"1,380",35,171,7,122,0,166,4,156,2,191,7,288,9,286,6,,,,
2006,05:00 AM,"2,209",29,305,2,368,2,321,2,353,3,358,6,261,4,243,10,,,,
2006,06:00 AM,"4,388",55,725,9,810,3,791,12,760,7,714,12,329,6,259,6,,,,
2006,07:00 AM,"8,254",37,"1,426",3,"1,606",3,"1,635",8,"1,513",2,"1,345",6,430,5,299,10,,,,
2006,08:00 AM,"7,325",25,"1,206",2,"1,359",3,"1,428",4,"1,309",1,"1,162",1,555,6,306,8,,,,
2006,09:00 AM,"5,463",27,783,3,894,3,931,4,827,1,866,3,720,9,442,4,,,,
2006,10:00 AM,"5,814",47,849,7,892,10,858,11,864,5,901,4,875,6,575,4,,,,
2006,11:00 AM,"7,182",48,"1,067",7,"1,078",6,"1,034",4,"1,077",8,"1,154",9,"1,126",7,646,7,,,,
2006,12:00 PM,"8,360",45,"1,167",5,"1,151",6,"1,311",6,"1,209",5,"1,529",5,"1,178",9,815,9,,,,
2006,01:00 PM,"8,390",50,"1,175",9,"1,134",7,"1,234",8,"1,232",1,"1,566",5,"1,229",12,820,8,,,,
2006,02:00 PM,"9,760",55,"1,333",7,"1,431",4,"1,578",11,"1,495",9,"1,852",5,"1,173",6,898,13,,,,
2006,03:00 PM,"11,806",69,"1,799",12,"1,918",10,"1,864",10,"1,847",6,"2,336",9,"1,168",13,874,9,,,,
2006,04:00 PM,"12,132",38,"1,867",5,"1,984",5,"2,016",5,"1,891",3,"2,331",8,"1,199",7,844,5,,,,
2006,05:00 PM,"11,881",52,"1,813",12,"1,987",5,"2,054",4,"1,942",5,"2,197",12,"1,075",9,813,5,,,,
2006,06:00 PM,"9,290",66,"1,190",10,"1,431",14,"1,482",8,"1,450",5,"1,690",9,"1,186",13,861,7,,,,
2006,07:00 PM,"5,528",76,691,9,685,8,739,14,775,6,"1,061",8,853,8,724,23,,,,
2006,08:00 PM,"4,502",66,569,6,568,7,548,7,603,5,827,19,797,8,590,14,,,,
2006,09:00 PM,"3,864",48,466,8,495,4,466,4,512,12,797,5,678,8,450,7,,,,
2006,10:00 PM,"3,204",35,306,4,376,5,342,1,410,3,722,10,658,8,390,4,,,,
2006,11:00 PM,"2,451",39,187,5,263,3,250,4,296,2,554,10,638,10,263,5,,,,
2005,12:00 AM,"1,935",50,166,7,158,5,181,4,183,7,234,6,497,13,516,8,,,,
2005,01:00 AM,"1,684",40,163,5,134,3,117,7,156,5,203,4,467,11,444,5,,,,
2005,02:00 AM,"1,806",45,137,2,118,1,134,6,163,7,223,3,514,11,517,15,,,,
2005,03:00 AM,"1,214",16,109,2,85,0,87,1,116,1,149,3,338,5,330,4,,,,
2005,04:00 AM,"1,239",37,149,9,128,4,147,1,133,3,163,4,264,8,255,8,,,,
2005,05:00 AM,"2,135",31,321,3,358,2,328,4,313,6,301,2,268,5,246,9,,,,
2005,06:00 AM,"4,294",36,734,6,789,4,741,1,769,9,700,4,331,6,230,6,,,,
2005,07:00 AM,"8,209",48,"1,441",6,"1,653",6,"1,606",9,"1,497",3,"1,304",3,444,13,264,8,,,,
2005,08:00 AM,"7,194",30,"1,245",6,"1,345",0,"1,263",7,"1,309",4,"1,132",7,577,4,323,2,,,,
2005,09:00 AM,"5,384",26,857,4,841,1,863,7,785,1,902,8,694,6,442,3,,,,
2005,10:00 AM,"6,079",33,910,3,909,6,864,3,864,6,986,3,979,4,564,3,,,,
2005,11:00 AM,"7,266",36,"1,012",4,"1,138",9,"1,050",5,"1,068",3,"1,245",4,"1,098",7,615,3,,,,
2005,12:00 PM,"8,345",37,"1,259",8,"1,248",4,"1,200",4,"1,231",1,"1,430",5,"1,196",9,765,3,,,,
2005,01:00 PM,"8,344",49,"1,218",11,"1,170",5,"1,264",4,"1,213",7,"1,413",4,"1,267",8,799,10,,,,
2005,02:00 PM,"9,670",41,"1,441",12,"1,356",2,"1,446",3,"1,472",2,"1,902",5,"1,263",8,790,9,,,,
2005,03:00 PM,"11,870",48,"1,886",11,"1,964",6,"1,818",5,"1,889",6,"2,314",4,"1,194",9,805,7,,,,
2005,04:00 PM,"12,017",48,"1,836",8,"2,071",7,"1,876",5,"1,893",6,"2,281",8,"1,212",7,848,7,,,,
2005,05:00 PM,"11,804",56,"1,762",7,"2,015",6,"1,864",4,"2,062",7,"2,183",14,"1,107",11,811,7,,,,
2005,06:00 PM,"9,070",73,"1,274",8,"1,323",13,"1,396",10,"1,464",7,"1,655",14,"1,088",9,870,12,,,,
2005,07:00 PM,"5,659",51,727,5,719,5,782,9,785,9,"1,107",6,873,14,666,3,,,,
2005,08:00 PM,"4,527",60,543,9,577,11,582,3,636,7,866,6,750,19,573,5,,,,
2005,09:00 PM,"3,973",57,462,8,495,6,500,9,521,4,780,10,740,13,475,7,,,,
2005,10:00 PM,"3,181",39,344,4,340,5,350,3,378,3,722,11,719,9,328,4,,,,
2005,11:00 PM,"2,366",51,218,3,229,5,231,6,266,5,560,15,580,11,282,6,,,,
2004,12:00 AM,"1,955",59,211,6,166,5,155,7,191,5,237,8,504,12,491,16,,,,
2004,01:00 AM,"2,226",35,188,5,146,3,182,2,251,7,266,5,567,2,626,11,,,,
2004,02:00 AM,"1,550",32,142,3,107,1,100,2,179,4,169,3,403,9,450,10,,,,
2004,03:00 AM,"1,115",19,103,5,94,1,80,1,144,1,125,3,275,3,294,5,,,,
2004,04:00 AM,"1,129",25,157,4,113,3,123,4,133,3,140,0,224,3,239,8,,,,
2004,05:00 AM,"1,942",41,309,7,275,6,288,5,328,3,316,10,215,5,211,5,,,,
2004,06:00 AM,"4,001",33,694,4,719,5,719,6,725,2,647,5,297,5,200,6,,,,
2004,07:00 AM,"7,941",40,"1,473",4,"1,525",8,"1,553",11,"1,423",3,"1,315",5,399,5,253,4,,,,
2004,08:00 AM,"7,130",24,"1,259",8,"1,271",3,"1,260",2,"1,296",2,"1,160",6,536,1,348,2,,,,
2004,09:00 AM,"5,148",26,808,6,809,1,786,2,785,4,810,3,691,7,459,3,,,,
2004,10:00 AM,"5,731",28,864,4,862,3,806,3,842,5,949,4,850,7,558,2,,,,
2004,11:00 AM,"7,056",26,"1,062",4,994,1,"1,047",1,"1,081",5,"1,164",4,"1,072",6,636,5,,,,
2004,12:00 PM,"8,725",45,"1,250",5,"1,316",4,"1,296",5,"1,269",9,"1,471",10,"1,244",4,879,8,,,,
2004,01:00 PM,"8,602",51,"1,231",4,"1,186",6,"1,279",8,"1,256",7,"1,527",10,"1,276",9,847,7,,,,
2004,02:00 PM,"9,913",58,"1,497",8,"1,459",3,"1,497",5,"1,546",8,"1,887",13,"1,180",11,847,10,,,,
2004,03:00 PM,"11,833",48,"1,867",5,"1,942",9,"1,823",6,"1,940",6,"2,223",8,"1,176",9,862,5,,,,
2004,04:00 PM,"11,947",48,"1,880",10,"1,906",3,"1,827",6,"1,958",12,"2,261",5,"1,246",5,869,7,,,,
2004,05:00 PM,"11,728",52,"1,750",4,"1,931",3,"1,950",4,"2,027",6,"2,096",9,"1,142",10,832,16,,,,
2004,06:00 PM,"8,983",61,"1,180",8,"1,349",8,"1,340",9,"1,421",4,"1,706",15,"1,137",8,850,9,,,,
2004,07:00 PM,"5,585",58,673,7,697,10,753,2,808,10,"1,079",6,887,10,688,13,,,,
2004,08:00 PM,"4,565",52,536,4,558,6,597,9,626,8,800,6,813,10,635,9,,,,
2004,09:00 PM,"4,009",47,426,7,441,5,504,4,560,8,789,9,745,10,544,4,,,,
2004,10:00 PM,"3,274",47,349,5,325,3,359,6,428,5,737,13,712,7,364,8,,,,
2004,11:00 PM,"2,459",35,214,3,217,3,261,3,294,4,618,11,557,7,298,4,,,,
2003,12:00 AM,"1,941",47,199,4,158,3,179,5,169,5,232,5,499,13,505,12,,,,
2003,01:00 AM,"2,240",53,193,6,151,1,175,3,221,4,263,11,617,19,620,9,,,,
2003,02:00 AM,"1,276",18,128,4,98,1,129,0,99,1,166,2,336,5,320,5,,,,
2003,03:00 AM,983,18,94,2,76,1,86,1,104,7,120,1,250,1,253,5,,,,
2003,04:00 AM,"1,079",18,133,1,119,1,122,3,106,5,171,3,234,5,194,0,,,,
2003,05:00 AM,"1,836",44,266,5,270,7,312,8,296,4,237,7,236,8,219,5,,,,
2003,06:00 AM,"3,716",39,629,6,676,8,656,6,654,6,586,4,288,5,227,4,,,,
2003,07:00 AM,"7,356",35,"1,312",6,"1,468",3,"1,397",6,"1,309",4,"1,196",5,422,9,252,2,,,,
2003,08:00 AM,"6,468",20,"1,084",2,"1,161",2,"1,182",4,"1,103",2,"1,105",4,545,6,288,0,,,,
2003,09:00 AM,"5,024",23,803,4,754,1,784,3,748,2,839,4,685,5,411,4,,,,
2003,10:00 AM,"5,702",29,825,2,846,3,861,6,829,3,907,3,906,7,528,5,,,,
2003,11:00 AM,"7,057",46,"1,033",6,"1,035",6,"1,051",5,"1,018",9,"1,214",13,"1,042",4,664,3,,,,
2003,12:00 PM,"8,275",38,"1,192",5,"1,202",3,"1,233",5,"1,171",6,"1,419",3,"1,231",12,827,4,,,,
2003,01:00 PM,"7,989",47,"1,212",7,"1,176",4,"1,247",7,"1,071",5,"1,395",5,"1,098",8,790,11,,,,
2003,02:00 PM,"9,449",43,"1,393",7,"1,424",9,"1,492",0,"1,400",5,"1,715",9,"1,210",9,815,4,,,,
2003,03:00 PM,"11,126",50,"1,765",5,"1,723",8,"1,839",8,"1,747",8,"2,115",5,"1,122",4,815,12,,,,
2003,04:00 PM,"11,094",60,"1,613",8,"1,827",10,"1,820",4,"1,766",9,"2,141",10,"1,074",8,853,11,,,,
2003,05:00 PM,"11,139",36,"1,691",3,"1,773",3,"1,853",5,"1,910",6,"2,039",4,"1,021",6,852,9,,,,
2003,06:00 PM,"8,237",58,"1,061",5,"1,140",9,"1,352",6,"1,241",2,"1,461",14,"1,109",14,873,8,,,,
2003,07:00 PM,"5,215",58,597,5,676,8,711,7,737,5,965,10,841,15,688,8,,,,
2003,08:00 PM,"4,395",68,530,9,579,8,605,4,604,9,777,13,734,15,566,10,,,,
2003,09:00 PM,"3,799",50,440,4,487,7,501,7,551,5,675,7,701,15,444,5,,,,
2003,10:00 PM,"3,143",42,303,3,356,5,327,4,397,3,722,11,651,6,387,10,,,,
2003,11:00 PM,"2,356",31,205,3,242,3,270,7,276,6,561,4,525,4,277,4,,,,
2002,12:00 AM,"2,003",45,230,4,176,3,184,6,201,2,255,8,470,13,487,9,,,,
2002,01:00 AM,"2,263",46,205,3,181,3,174,3,213,4,284,6,592,11,614,16,,,,
2002,02:00 AM,"1,346",24,129,0,102,1,128,5,120,1,155,3,359,12,353,2,,,,
2002,03:00 AM,"1,049",25,132,3,93,1,91,3,84,3,118,4,262,3,269,8,,,,
2002,04:00 AM,"1,112",31,130,3,132,4,107,1,138,7,177,4,227,7,201,5,,,,
2002,05:00 AM,"1,734",31,266,5,274,6,217,1,275,3,261,9,238,6,203,1,,,,
2002,06:00 AM,"3,700",44,620,7,646,7,697,6,626,6,592,7,281,5,238,6,,,,
2002,07:00 AM,"7,219",30,"1,258",1,"1,374",3,"1,394",6,"1,329",1,"1,197",4,414,10,253,5,,,,
2002,08:00 AM,"6,696",24,"1,176",3,"1,318",2,"1,137",4,"1,147",5,"1,058",2,543,5,317,3,,,,
2002,09:00 AM,"5,187",31,817,3,860,7,800,5,778,2,854,8,686,3,392,3,,,,
2002,10:00 AM,"5,899",33,947,4,936,5,858,4,844,5,946,2,833,5,535,8,,,,
2002,11:00 AM,"7,201",33,"1,108",3,"1,064",3,"1,077",5,"1,056",5,"1,234",6,"1,065",5,597,6,,,,
2002,12:00 PM,"8,510",41,"1,240",9,"1,342",7,"1,251",2,"1,230",6,"1,518",5,"1,179",7,750,5,,,,
2002,01:00 PM,"8,209",37,"1,245",4,"1,213",8,"1,230",5,"1,129",5,"1,464",7,"1,132",4,796,4,,,,
2002,02:00 PM,"9,724",54,"1,511",7,"1,458",15,"1,522",4,"1,533",6,"1,764",9,"1,166",3,770,10,,,,
2002,03:00 PM,"11,357",49,"1,752",4,"1,838",6,"1,775",6,"1,779",5,"2,168",10,"1,185",7,860,11,,,,
2002,04:00 PM,"11,585",62,"1,815",8,"1,811",4,"1,844",15,"1,767",5,"2,276",9,"1,192",10,880,11,,,,
2002,05:00 PM,"11,626",56,"1,797",6,"1,879",6,"1,946",6,"1,973",7,"2,114",8,"1,065",13,852,10,,,,
2002,06:00 PM,"8,520",58,"1,110",7,"1,232",5,"1,308",10,"1,321",6,"1,590",4,"1,062",12,897,14,,,,
2002,07:00 PM,"5,191",43,642,2,691,3,678,9,703,4,976,10,846,9,655,6,,,,
2002,08:00 PM,"4,504",56,560,4,570,6,599,8,652,8,807,12,724,10,592,8,,,,
2002,09:00 PM,"3,918",40,419,5,481,4,521,6,568,4,792,7,664,10,473,4,,,,
2002,10:00 PM,"3,219",44,297,5,331,1,402,5,407,8,717,11,687,10,378,4,,,,
2002,11:00 PM,"2,456",37,215,3,249,6,264,3,291,4,577,8,588,9,272,4,,,,
2001,12:00 AM,"2,003",39,237,5,135,2,196,3,196,8,226,7,512,9,501,5,,,,
2001,01:00 AM,"2,246",47,221,3,141,3,166,4,251,6,261,7,630,17,576,7,,,,
2001,02:00 AM,"1,374",28,161,5,99,1,118,1,119,3,138,2,360,8,379,8,,,,
2001,03:00 AM,"1,018",27,132,4,85,3,96,3,87,2,111,2,242,7,265,6,,,,
2001,04:00 AM,"1,013",20,134,1,110,0,119,1,118,4,141,2,211,7,180,5,,,,
2001,05:00 AM,"1,773",27,295,3,226,6,290,2,267,2,274,7,211,3,210,4,,,,
2001,06:00 AM,"3,873",25,651,5,726,2,704,1,662,3,626,5,294,3,210,6,,,,
2001,07:00 AM,"7,309",31,"1,245",2,"1,445",8,"1,414",6,"1,301",2,"1,230",4,392,5,282,4,,,,
2001,08:00 AM,"6,534",19,"1,044",4,"1,226",3,"1,225",5,"1,127",0,"1,034",1,573,3,305,3,,,,
2001,09:00 AM,"5,014",26,714,3,841,5,848,6,736,1,786,3,712,3,377,5,,,,
2001,10:00 AM,"5,623",28,834,3,859,8,791,2,794,6,943,1,882,2,520,6,,,,
2001,11:00 AM,"6,987",38,"1,059",4,"1,050",7,"1,018",3,"1,017",6,"1,252",5,"1,017",7,574,6,,,,
2001,12:00 PM,"8,296",40,"1,180",10,"1,281",3,"1,252",1,"1,185",6,"1,455",11,"1,202",4,741,5,,,,
2001,01:00 PM,"8,086",32,"1,201",6,"1,214",3,"1,175",2,"1,141",7,"1,439",5,"1,147",5,769,4,,,,
2001,02:00 PM,"9,437",44,"1,460",6,"1,480",9,"1,458",3,"1,420",7,"1,732",7,"1,138",6,749,6,,,,
2001,03:00 PM,"11,267",56,"1,714",10,"1,862",10,"1,786",7,"1,840",7,"2,149",8,"1,146",8,770,6,,,,
2001,04:00 PM,"11,450",54,"1,717",10,"1,878",4,"1,901",5,"1,808",8,"2,253",10,"1,051",8,842,9,,,,
2001,05:00 PM,"11,219",40,"1,754",5,"1,901",4,"1,834",8,"1,909",4,"2,021",3,"1,005",10,795,6,,,,
2001,06:00 PM,"8,209",70,"1,138",15,"1,173",9,"1,245",9,"1,267",9,"1,564",13,"1,016",11,806,4,,,,
2001,07:00 PM,"5,019",61,608,6,654,8,685,10,705,5,918,7,811,12,638,13,,,,
2001,08:00 PM,"4,343",39,515,5,582,4,588,5,567,8,770,5,724,6,597,6,,,,
2001,09:00 PM,"3,807",53,483,3,442,4,495,7,482,7,706,12,679,11,520,9,,,,
2001,10:00 PM,"3,211",42,331,6,350,2,362,7,381,6,731,10,659,7,397,4,,,,
2001,11:00 PM,"2,462",48,235,5,237,5,227,6,282,12,552,13,634,5,295,2,,,,
2000,12:00 AM,"1,895",24,204,2,138,2,174,4,192,2,229,1,464,4,494,9,,,,
2000,01:00 AM,"2,160",36,204,5,169,4,168,2,193,4,274,4,611,11,541,6,,,,
2000,02:00 AM,"1,240",22,107,0,78,3,108,3,107,3,149,1,351,5,340,7,,,,
2000,03:00 AM,936,28,105,1,92,3,76,3,85,6,104,4,246,6,228,5,,,,
2000,04:00 AM,"1,040",20,127,2,121,3,108,1,117,5,111,2,238,3,218,4,,,,
2000,05:00 AM,"1,821",34,287,3,295,3,304,4,254,3,278,4,213,9,190,8,,,,
2000,06:00 AM,"3,726",37,634,7,699,3,656,6,680,5,551,4,279,6,227,6,,,,
2000,07:00 AM,"7,477",32,"1,283",6,"1,508",3,"1,516",4,"1,264",3,"1,241",5,392,6,273,5,,,,
2000,08:00 AM,"6,438",27,"1,179",4,"1,273",2,"1,150",3,"1,040",3,998,4,486,5,312,6,,,,
2000,09:00 AM,"5,111",25,782,4,817,1,860,4,762,6,761,5,686,3,443,2,,,,
2000,10:00 AM,"5,448",37,802,3,790,6,753,5,816,4,906,5,822,9,559,5,,,,
2000,11:00 AM,"6,900",29,"1,069",2,974,4,"1,052",1,983,3,"1,185",7,"1,035",8,602,4,,,,
2000,12:00 PM,"8,312",42,"1,233",5,"1,167",6,"1,217",7,"1,281",6,"1,483",7,"1,160",5,771,6,,,,
